userName;score;label;at;content
bobi ardiansyah;1;Negatif;23/10/2023 01.19;Aplikasi neko2. Baru berapa bulan aja sdh naikin komisi jadi 9.5%. kita pakek indriver karena seseran aja. Buka. Prioritas. Udah murah komisi gede lagi. Balikin ke komisi lama saja.
Alil Musa;1;Negatif;23/10/2023 01.12;Manado banyak yang pakai mod. Sekarang susah dapat orderan🥺😵😪😮‍💨
R Harun;5;Positif;23/10/2023 01.04;sangat puas
Fredy Doank;1;Negatif;23/10/2023 00.58;Ongkos penjajah.. Masa wikayah palembang gk sampai 1500 rupiah perKM..
Sayyidul Azkar;1;Negatif;23/10/2023 00.50;Tiap hari susah dapet orderan
Latifah Azzahra;5;Positif;23/10/2023 00.31;udah murah , ramah
reneu astriawati;4;Positif;23/10/2023 00.06;goood
Hans dany;5;Positif;23/10/2023 00.03;Tolong untuk area Jabodetabek buat autobid dong bosku
Fahrotul Himmah (Eva Djayadi);1;Negatif;22/10/2023 23.34;"Oii bnrin lah jumlah perjalanan selesai kaga nambah"" Kasian driver baru yg gadapet akses prio, karna jumlah perjalanan rendah dan frekuensi kerja rendah karna sistem yg gajelas udh mau sebulan update ke crytical, tapi persoalan simple kek gtu blm di fiks, jelas jelas hanya mementingkan Driver yg sudah tingkat perjalanannya tinggi hadehhhhh, tolong lah cepat di fiks"
alesha fariza;1;Negatif;22/10/2023 23.34;Daerah jabodetabek parah bener, critical update, gimana mau naikin prequensi kerja kalo orderannya susahnya minta ampun, dah keliling udh kemana mana tetap ga dapat order. kalah akun yang frequensi kerjanya tinggi. Ga jelas indriver makin ke sini ga kaya di kota yang lain kayanya adil !
Erlynda Dwi;5;Positif;22/10/2023 23.24;pengemudi ramah & tepat waktu🙏
Alya Rahma. F (Iya);1;Negatif;22/10/2023 23.20;Jelek, waktu dan jarak tidak sesuai, bikin rugi
Zahra regina Putri;5;Positif;22/10/2023 23.19;murah ramah
Junaidi Saladi;5;Positif;22/10/2023 23.09;Jangan Sering maintenance lah
sasongko j88;5;Positif;22/10/2023 22.55;Indrever lanjutkan maju terus
Ridwan;5;Positif;22/10/2023 22.13;Mantap
opik ropidin;1;Negatif;22/10/2023 21.50;Gak bisa order motor kenapa ya
Anis Sukawati;5;Positif;22/10/2023 21.39;sangat membantu
Ani Cahyono;5;Positif;22/10/2023 19.22;Cukup
Khaira Wilda;1;Negatif;22/10/2023 19.10;Ini aplikasi apan of 2 bulan pas di buka saldo minus 80ribu lebih.cara kerja nya gimana bisa sampe minus sedang lagi of 2 bulan lebih
Sigit Allatif;1;Negatif;22/10/2023 18.47;Banyak pengguna mod dan bot
Dalbo Saik;5;Positif;22/10/2023 18.40;Niceot
Dede Hendi Purnama;1;Negatif;22/10/2023 18.29;Maaf saya ubah bintang nya, jujur saja saya kecewa dengan indrive semenjak update banyak sekali bug, pertama status PRIORITAS saya di hilangkan, percuma sudah susah payah beli jaket tapi balik lagi jadi NONPRIORITAS saya merasa di tipu, yang kedua statistik perjalanan tidak bertambah padahal saya selalu menarik penumpang. Makin aneh aja Indrive
Safaluna Ataya Qiama putri;5;Positif;22/10/2023 16.47;Mantap
Ju Hedi;5;Positif;22/10/2023 16.23;Ditunggu auto bid nya sama fitur edit harga diperbaiki Lagi karena banyak pelanggan yang bentuk otaknya tidak kotak
Ika deni Prasetyo21;5;Positif;22/10/2023 16.03;Ngga jelas makin lama Custumer bisa edit harga semaunya Gimana niih sistem indrive
nafilah house;5;Positif;22/10/2023 15.56;baik
Full Skill;5;Positif;22/10/2023 15.47;working good
Mohammad Sunanto;5;Positif;22/10/2023 14.56;Ok
Puan Zakawias;1;Negatif;22/10/2023 14.54;Kenapa live chat lama ya dan dipersulit untuk verifikasi
CHAIDIR WILDAN;5;Positif;22/10/2023 14.44;Makin bagus apk nya terus tingkatkan
Srikandi Lelah;1;Negatif;22/10/2023 14.29;Yang bener donk ksih keterangan... Jarak 7km di apk trtulis 2km...estimasi tggu 2 menit trnyata 15 mnit. Jgn nipu donk... Waktu itu jg pnting Cust pilih itu d liat jrak + wktu tggu Udh d klik trnyata driver msih d Arab... T4i lahhh....!!!
aditya Rangga;1;Negatif;22/10/2023 14.28;Aplikasi tolol. Status prio di hilangin. Aplikasi penipuan driver di suruh beli atribute biar prioritas malah skrg prioritas di hilangin.
tuti Sari;5;Positif;22/10/2023 14.25;luar biasa
Marchel Wonok;1;Negatif;22/10/2023 13.52;Saya yang sudah hampir 4 tahun sebagai pengemudi indriver, dengan rating yang sudah veteran tetapi akhir-akhir ini sangat susah mendapatkan orderan, akibatnya mobil sering banyar parkirnya, saya heran dengan kondisi indriver sekarang, malahan pengemudi yang baru bergabung dengan indriver malahan yang sering mendapatkan orderan banyak. Kalo seperti ini status veteran pada akun saya terkesan tidak ada gunanya. 😑
Rifai Hijrah;1;Negatif;22/10/2023 13.49;Indriver aplikasinya mempersulit driver 😡😠🤬
Imam Solekhudin;5;Positif;22/10/2023 13.36;mudah dipakai
Rahmat Abaas;4;Positif;22/10/2023 13.36;Sangat bagus
butik Al Haramainbintaro;2;Negatif;22/10/2023 13.36;Kurang suka karena pelanggan diberikan pilihan driver yg jauh dari titik penjemputan dan driver pun meminta dibatalkan krn kejauhan, tapi akun pelanggan akan diblock kalau kebanyakan pembatalan. Kesalahan sistem yg dilimpahkan kepada pelanggan
Andri Yanto;5;Positif;22/10/2023 13.33;Baik
Marlan Ardiansyah Sinaga;1;Negatif;22/10/2023 13.30;Saya kagak aplikasi kek gini karena ada satu driver yang minta ongkos doble Saya kecewa sama aplikasi ini
Angelina uli Situmorang;5;Positif;22/10/2023 12.47;sangat baik,ramah, sopan
NOER. Jr;2;Negatif;22/10/2023 12.41;Aplikasi semakin rumit untuk masuk..lalod amat aplikasinya padahal jaringan bagus..Tamba hari tambah buruk..mending pindah ke sebelah
Josep Sinambela;1;Negatif;22/10/2023 12.28;Kalau dulu sangat beruntung kerja taxol,tapi sekarang sudah tidak ada untung lagi.ongkos murah,BBM mahal.makin di kerjakan,makin rugi,semakin di kerjakan,semakin merugi.karena hasil dari taxol tidak mampu memperbaiki kerusakan.
Agus Geol;5;Positif;22/10/2023 12.16;mntap
roni kurniawan;5;Positif;22/10/2023 11.35;Tambah gacor ya,semoga
RuHAMA ANGGA;1;Negatif;22/10/2023 11.23;Dftr hrus toup dulu gk pernh dpt orderan
IZZA Jaya;5;Positif;22/10/2023 11.17;istimewa
Wastu Ginanjar;5;Positif;22/10/2023 11.06;Sistem critical sangat lah buruk, masa jarak 200 meter sampai 500 meter tidak bunyi nyentring...pendapatan sehari hari turun drastis. Anda semua harus lihat mitra driver indrive dengan kondisi saat ini. Perusahaan anda cepat berkembang karena driver juga, kalau tidak ada driver perusahaan anda tidak akan berkembang.
Haikal Davindra;1;Negatif;22/10/2023 10.21;"Apakah untuk IT indriver ini tidak bisa membuat aplikasi ini harus otomatis menerima orderan tanpa customer indriver memilih driver? Dan kalo bisa jarak customer sama driver itu tidak terlalu jauh dan ada batas maximalnya. Tolong di buatkan seperti aplikasi sebelah"" agar semua driver yg biasanya sepi karena sering di tolak bisa rame juga yang lain"
Amir Discrush;1;Negatif;22/10/2023 10.16;Pembaruan zona critical, Prioritas jadi hilang, pembaruan paling bobrok
Suparto Kt;5;Positif;22/10/2023 10.10;bagus
Ari P;1;Negatif;22/10/2023 10.09;S a m p a h..!!!
Rocky Syam;5;Positif;22/10/2023 09.29;Buat indrive..tolong jarak penjemputan di sesuaikan dengan posisi driver... terimakasih
Djoko Purwanto;5;Positif;22/10/2023 08.40;mantab
Indra Simanjuntak;1;Negatif;22/10/2023 08.14;Tidak layak lagi bintang 5. Driver nipu. Kita adukan tidak ad tanggapan. Tarif di aplikasi saya dan driver beda. Malah mau turun kan orang tua saya. Saat berjalan di batalkan dan saya TDK bisa lihat perjalanan orang tua saya. Stop pakai aplikasi ini.
ovan Tombiling;5;Positif;22/10/2023 08.11;mantap dan ok banget..
Panji Harjito;1;Negatif;22/10/2023 07.53;Sudah murah , merugikan driver, ketika ada masalah agen indriver tidak membantu
Adi Putra Ramanda;1;Negatif;22/10/2023 07.51;Semakin kesini semakin kacau indriver. Navigasi ga bener Masa sebrang jalan titik penjemputan,di system jarak 5km. Gila bener. Plus yg MOD makin bahagia,original merajalela. Autobid ga ada,tapi MOD ga di basmi². Sehari ga dapet² orderan. Gila emang,payah makin lemah dan kacau !!!!!!
Intan Permatasari;1;Negatif;22/10/2023 07.11;Semua driver nya dikit2 minta cancle,nyuruh nge cancle sendiri ga mau maksa2 penumpang nyuruh cancle!
Sunayah Kusumah;1;Negatif;22/10/2023 07.09;Aplikasi driver yg paling aneh yg ada di indonesia penumpang cancel mau pun driver yg cancel saldo top up driver tetap di ambil aplikasi lain kan tidak saldo top up driver tetap aman kalau in driver mau penumpang cancel atau driver yg cancel saldo tetap di ambil cari keuntungan di indonesia seperti penjajah aplikasi babi PAHAM LU
Tarigan Samosir;1;Negatif;22/10/2023 07.07;Saya baru buat akunn susah nya dapat orderan pertama
Den Fadhil;1;Negatif;22/10/2023 07.01;Gmn cara kerja apk ini, susah banget dapat orderan nya, udah di isi saldo gk pernah nyangkut, order nya, ada udah dapat di cansel, cobalah jangan consumen yg nerima, biar gk ribet, ini merugikan driveryang dekat gak pernah dapat, yang jauh sllu ada, tolong perbaiki lah cara kerja nya
Latifah Ayu;5;Positif;22/10/2023 06.50;bagus
Arga Yudhistira;4;Positif;22/10/2023 06.43;ok
Lelasari Kurnia;5;Positif;22/10/2023 06.00;pengemudi sopan bangeut
Melky Jein;1;Negatif;22/10/2023 04.49;SKCK lama saya di bilang kadaluarsa terus udah bikin SKCK baru buat verifikasi tapi dibilang rekayasa? Ini gimana sih udah 5x bikin verifikasi tapi tetap rekayasa???
Eko pratama Sipayung;5;Positif;22/10/2023 04.01;bagus
Kuswanto Ato;1;Negatif;22/10/2023 03.33;Ga jelas Id makin parah setiap kensel sama penumpang saldo berkurang tikus tikus kantor
Mumu Lobster;5;Positif;22/10/2023 03.28;ok
Egi Permana;5;Positif;22/10/2023 03.15;Sebagai Driver lumbayan buat kerja Sampingan
Asep Wahyudi;5;Positif;22/10/2023 03.06;baik bapak nya
Yeni Yeni tamala;5;Positif;22/10/2023 02.53;Tolong non aktifkan aplikasinya yang memakai aplikasi mod saya yank narik normal susah dapat orderan nya..mohon fihak indrive dapat menindaklanjuti para pemakai aplikasi mod.. terimakasih
Adi Napit;5;Positif;22/10/2023 02.46;Bagus untuk apk dan semua yg bersangkutan
H Lie;1;Negatif;22/10/2023 01.57;Setelah update, tarifnya jadi di luar nalar..lebih mahal dari semua saingannya...
Iyus Nandi;2;Negatif;22/10/2023 01.29;Terimakasih indriver untuk aplikasi pengemudi..sebagai pemula sy tidak dapat orderan selama 2 hari padahal saldo sudah terisi..notifikasi orderan cuman numpang lewat doang...mungkin rezeki saya tidak ada di aplikasi ini...kembali ke aplikasi awal tidak sehebat penghasilan dulu tapi setidaknya ada pendapatan yang bisa di bawa pulang kerumah.. terimakasih sukses selalu
ndamek;1;Negatif;22/10/2023 01.09;Kacau akun saya status prioritas hilang dan rasa seperti akun non prioritas.kalo ada lelangan gak pernah masuk lelangan
Bah Tedi;5;Positif;22/10/2023 00.55;bagus
bhagaswara muhammad kahfi ramadhan;4;Positif;21/10/2023 23.24;tlong dong untuk harganya jangan seperti terus cara permainan seperti apk sebelah & cra main apk jangan saling pemilih driver.... contohlah apk sblh & ongkos bokongan nya lumayan itu salahkan satu keluhan driver & apk bedakan driver sama penumpang jadi jangan di satukan satu apk driver ples penumpang..... disini keluhan driver tlong di perbaiki antara apk driver dengan penumpang & ongkosnya jangan seprti dan jngn di pilih contoh lah seperti apk ijo yang lain ya
X one;1;Negatif;21/10/2023 23.21;Akun saya tidak bisa di gunakan , saya tidak pernah mlakukan kesalahan , kalian minta verifikasi kembali berkas2 , dan saya sudh mengirimkan semua berkas yg di minta dgn berkas yg asli tapi kalian tolak, apakah kalian gila? Semua tim dukungn tidak membuahkan hasil, perjalanan saya sudah 1216 tpi kalini tidak lagi bisa di gunakan, klian tau aplikasi in sangat membantu saya untuk mencari uang tpi hari in saya kecewa skali dgn indrver indonesia tidak bisa membantu saya.
dody prastyo;5;Positif;21/10/2023 23.08;Saya ingin perjalanan saya bertambah sudah 1 bulan perjalanan tidak bertambah dan belum ada solusinya sedangkan frekuensi kerja saya menurun terus dikarenakan sistem tidak membaca perjalanan saya mohon untuk cepat di perbaiki. Terima kasih.
Eko Suwanto;2;Negatif;21/10/2023 21.21;Ra UMuM
Jai rieborn;5;Positif;21/10/2023 18.42;best
auvar rizki;1;Negatif;21/10/2023 18.19;aplikasi yang sangat buruk,,system yg sangat merugikan driver dengan fitur rubah harga.
Novan Samadi;1;Negatif;21/10/2023 18.12;Saya driver mereka meminta foto selfi bersama kendaraan padahal hanya terlambat 5 menit akun saya langsung di blokir
Fadillah Yp;1;Negatif;21/10/2023 17.42;Setelah saya update riwayat perjalanan saya nge bug tidak bisa di cek masalah internet padahal internet saya lancar jaya tolong lah di benarkan saya email juga tidak di gubris.
Boy Christian;1;Negatif;21/10/2023 17.30;apk original kalah dengan apk mod/bot, on bid /6 pagi, dapet orderan susah, semua orderan di ambil oleh apk mod/bot
donald landrovsky.hendriksz;1;Negatif;21/10/2023 17.01;Sy mnjadi driver....tpi sampai saat ini hnya dpt 2 penumpang...sdangkan saldo msih ada.. jdi sistem indriver dpt penumpang kyak main arisan dikocok lgi oleh penumpang. Jdi prcuma klo ada orderan msuk kita trima tpi blm tentu kita bsa dpt...DIRUBAH DONG CARA SISTEMNYA
Apri Yogi;1;Negatif;21/10/2023 16.32;setiap update semakin aneh aplikasi bobrok perjalanan ga nambah rating tiba tiba hancur semakin kesini semakin ga jelas
Nana Nini;1;Negatif;21/10/2023 15.46;Indrive mbl gak bisa dipakai payah deh...bisanya indrive mtr
Reni Wijaya;5;Positif;21/10/2023 15.33;is the best
Infira Ilya;5;Positif;21/10/2023 15.30;baik
nova nur;5;Positif;21/10/2023 15.30;over all good, ongkos sesuai dompet pelajar, mudah²an kedepan nya ada layanan food nya, tingkatkan.
Julis Tyo;5;Positif;21/10/2023 14.52;Thanks InDrive
Popi Nurliana;5;Positif;21/10/2023 14.51;goodd
yady rhiyadhy;5;Positif;21/10/2023 14.28;goood
Rivaldo Herlangga;1;Negatif;21/10/2023 14.19;Knpa yaa ko saya jadi susah dapet orderan tolong dong sistem nya jangan diubah2 jadi susah nih dapet orderan
RidwanAril;5;Positif;21/10/2023 13.51;mantaaaaappp
AnaRa _Collection;5;Positif;21/10/2023 13.49;baik
Nandar Subandar;1;Negatif;21/10/2023 13.45;Tolong di berantas yang pake mod/bot yg registrasi
Tommy Saputra;1;Negatif;21/10/2023 13.26;Akun saya terblokir hingga 2092,gatau salah apa, rating pun bintang 5, saldo pun masih 19ribu,saya tidak ikhlas, dengan data2 yg valid. Tidak ada pemberitahuan apa apa, tiba2 terblokir
Rizky Cribean;1;Negatif;21/10/2023 13.11;Makin payah. Order udah di ambil orang masih aja di tampilin. Bikin order lain jadi ketutup. Cancel saldo kepotong.argo murah sytem sering eror. Order fiktif smakin banyak. Dtambah lagi driver yang lebih banyak dari penumpang. Buat yang mau daftar mending fikir fikir lagi dah.
RANGGA SAKURA BUNGGA;5;Positif;21/10/2023 12.33;Ok
man silau;5;Positif;21/10/2023 12.27;Tidak bisa isi saldo, kenapa ya? Aku jadi gak bisa narik entah apa sebabnya.
Ardy Ansyah;5;Positif;21/10/2023 12.22;siip
Yati Rahmawati;5;Positif;21/10/2023 12.12;bagus
Muslim Syafruddin;1;Negatif;21/10/2023 11.57;Ini kenapa indriver.. riwayat perjalanan tidak nambah, ulasan aja yg nambah.. trus mau ganti foto profil aja udah d kirim email ke support indriver udah 3x tp gak ada tanggapan..
irwan teja suwarna suwarna;5;Positif;21/10/2023 11.40;oke, ongkosnya murah
Lola Lydia;4;Positif;21/10/2023 11.06;Saya berlangganan memakai inDriver, cuman tolong ya filturny adain kamera, dan lokasi pengemudi lebih detail kadang diam padahal sedang jalan.. Jadi saya kasih bintang 4
Ade Suci;5;Positif;21/10/2023 11.02;mantap
Adolf Sormin;5;Positif;21/10/2023 11.00;mantap
Masyar Banteng;5;Positif;21/10/2023 09.48;Bagus
Deriii Sandiii;5;Positif;21/10/2023 09.43;saya baru buat,, tapi orderan gak bisa di ambill, selalu kalah sama yg lain.. da solusi kk
Firnando Surya;2;Negatif;21/10/2023 08.58;Nah kenapa potongan indrive skrg 9,5%, kemaren klo ngak salah 4,5%.
Hens Lukiana;1;Negatif;21/10/2023 08.31;Buruk sekali pusat bantuannya lama sekali bales nya bisa berminggu Minggu bales nya, barang saya ada yang tertinggal hilang sudah . karena pusat bantuannya lama sekali respon nya
Sang Dewa;5;Positif;21/10/2023 08.14;bagus
Ison Iskandar;1;Negatif;21/10/2023 07.58;payah, update data berkas baru terus yang lain ma gak apa2 ini skck harus baru lagi aja.....
IBAD THORIQ;5;Positif;21/10/2023 07.52;Tolong mod otomatis di basmi,,,
Abdul Munir;1;Negatif;21/10/2023 07.38;Aplikasi terbobrok dimuka bumi, setiap kali update bukannya tambah bagus malah tambah berantakan...
Ve Velova;5;Positif;21/10/2023 07.38;good
Vera Andriyani;5;Positif;21/10/2023 07.20;semoga seterusnya aman,Yaman, terpercaya
Nur Ishad;1;Negatif;21/10/2023 07.18;Cs pengen murah tapi pihak indrive malah merugikan para driver dengan gampang nya cs ngedit harga semaunya tolong di perbaiki sistemnya !!
machdi kacrut;5;Positif;21/10/2023 07.00;Semenjak update perjalanan saya tidak bertambah Yang bertambah hanya review nya aja
Rani Ranisetiawan;5;Positif;21/10/2023 06.39;tepat waktu
Muhammad Rizky;1;Negatif;21/10/2023 06.36;Woy xlo cs cencel kenapa dipotong jg,harusny ga dunk,mending xlo dikembikannya pas habis dicencl lah ni 7 hari kemudian,sistem aneh,pusat bantunya lambat dan tidak membantu,payah apk bobrok,
Eko Prasetyo;1;Negatif;21/10/2023 06.34;Ampas!!!daftar dari kemaren bukan kasih notif kalo gagal gbl0k
Lilis Sinaga;5;Positif;21/10/2023 06.22;Aplikasinya sangat baik dan bagus, saya senang memakai aplikasi ini ...
Nayla Saphira;4;Positif;21/10/2023 05.40;layanan bagus
Ma'rifatus Sholecha;5;Positif;21/10/2023 05.13;murah bgt tarifnya&nyaman
henra irawan;1;Negatif;21/10/2023 05.09;Aplikasih yang mengajarkan bermain hp sambil mengemudi
ridwan fauzy;1;Negatif;21/10/2023 05.06;indrive semakin kagak jelas. gmne nh tolong dong di benerin sistem nye. kok jadi boborok gini.
Gandy Kamora;5;Positif;21/10/2023 05.00;TOP
Noval Syabbani;5;Positif;21/10/2023 05.00;memuaskan
I MADE RIZKY ANANDA;5;Positif;21/10/2023 04.46;🤩😍😘🥰
jhonry Sitorus;5;Positif;21/10/2023 04.41;Ok
Jakarta Selatan;1;Negatif;21/10/2023 04.18;Saldo hilang custamer cancel. penumpang adalah ratu dan raja. indrive hanya mengambil untung dari potongan yang di dapat akibat custamer cancel sepihak. luar biasa system maling saldo yang di terapkan Indrive. pembohong dengan pengembalian saldo kalau custamer mengcancel driver dengan sepihak saldo tidak balik setelah terpotong. gila aplikasi maling
Kool D Sack;5;Positif;21/10/2023 04.13;Mantap
Dody Syahputra;5;Positif;21/10/2023 03.29;mantao
TATA NAWAWI;1;Negatif;21/10/2023 03.25;Nyesel Setelah di update kok notifikasi orderannya kaya diley ya kadang ngebug
Rahman Maulana;1;Negatif;21/10/2023 03.11;Selamat siang/sore/malam admin indriver yg terhormat ,saya perwakilan sebagai pengemudi indriver veteran ,ingin mengonfirmasi untuk keluhan orderan ,sudah beberapa hari orderan susah banget masuk ,orderan depan mata selalu di tolak ,mohon maaf apabila pengguna MOD mempengaruhinya ,mohon untuk segera di berantas ,karena meresahkan
