"content","label"
"Msih bnyak yg pke mod,trus dr segi orderan pun terlalu berebutan,harusnya d sesuaikan.jdi dr 1 penumpang driver berebutan.masa saya aktifin dr subuh smpe skrng g dpt""orderan kan aneh.terlalu nge anak emasin yg punya atribut.baru klik ambil penumpang keterangan sudah diambil,pdhl g lama ko makin aneh bgt.systemnya jgn tll banyak di mainin.klo system' nya Kya gni terus bkknya bagus tpi malah jdi bobrok.","Negatif"
"Aplikasi Kantor Buruk Saldo Tetap Di Potong Saat Orderan Di Cansel Potongan Kagak Sesuai Dengan Tarif Harga Harusnya Buat Kenyamanan Bersama Buat Driver Dan Juga Pihak Kantor Kalau Begini, Namanya Memakan Hak Milik Orang Lain","Negatif"
"Semenjak aku komen sampai sekarang kok tambah gak di kasih orderan ya Min.","Positif"
"Saya mau verifikasi profil foto kok malah ngga bisa ,,malah balik lagi biasanya cuman sekali tolong di perbaiki kak","Negatif"
"weird. tertampil 3 menit, faktanya nunggu sampai 20 menit, wkwk. aneh.","Negatif"
"Apk udh di update masih bgtuh","Negatif"
"mantap dan cepat","Positif"
"Makin heran aja,konsumen deket juga susah masuk lelang nya,malah yg jarak jauh yg masuk nya,,,makin sini makin mirip maxim ada istilah prio segala,,bukannya konsumen dan pengemudi yg menentukan,,buka apk yg ngasih orderan ke sebagian pengemudi,,buat apa ada pengemudi veteran dng rating 5 perjalanan di atas 5000 ,,kalau orderan di kasih sama pemula yg perjalanan di bawah 50,,,harus adil lelang nya jangan pilih kasih,,,moto nya SEMUA DRIVER MEMPUNYAI KESEMPATAN YG SAMA,,,,sekarang cuma selogan saj","Negatif"
"It's fair transportation. Sangat menyenangkan bisa bergabung dengan inDrive. Aman, nyaman selama perjalanan.","Positif"
"bakal ancur karna sistem critical gini , sistem it gajelas gabisa kerja","Negatif"
"Gacor mantap","Positif"
"Sangat membantu untuk mencari nafkah","Positif"
"baik, ramah","Positif"
"Sudah narik beberapa kali tapi setatus perjalanan masih nol...bagaimana ini","Negatif"
"daftar pake screenshoot aplikasi lain, dibilang hasil editan.. bangke emang... yg kami kirim adalah akun asli. bukan hasil editan..","Negatif"
"Pelayanan tidak baik","Negatif"
"membantu masyarakat jalan cepat","Positif"
"baik","Positif"
"Sya punya akun indriver TPI tidak bisa di klik untuk online pasti selalu offline ini kenapa akun nya Bru mau narik ga bisa di klik online selalu offline....","Negatif"
"Sae psan","Positif"
"jadi driver Indri serasa gembel, satu penumpang di rebutin 10 sampe 20 driver.harusnya order langsung masuk ke driver trdekat","Negatif"
"Kacau sekarang indriver cs order jarak 300 meter aja dri driver malah kental sudah gitu apl versi skrng loadingnya lama banget...trus herannya cs belum naik cs cancel malah bisa kasih komen yg tidak baik jadi dari mananya cs tau drivernya tentang mengendari mobilnya membahayakan suka aneh aja sekarang sudah di tengah perjalanan di cancel malah kasih koment kurang baik tolong aplikasi indriver ini di perbaharui kalau belum siap jangan naik versinya, ini sih bukannya lebih baik malah tambah kacau.","Positif"
"Aplikasi tidak meyakinkan online dr pagi sampai malam ga ada yg masuk sama sekali parah banget ruginya bensin buang waktu dalam berkerja keras untuk sehari tidak seperti gojek grab maxsim order otomatis hati hati untuk yg berminat di sini berpikir dulu jgn sampai di rmh kelaparan sia sia untuk mendapatkan orderan ga jelas terimakasih","Negatif"
"critical zona apa sih ?","Negatif"
"buang buang paketan orang mesir nelpon kacau lu sir","Negatif"
"Untuk versi pengemudi susah banget untuk mendapatkan order, karena dari segi orderan begitu banyak permintaan pengemudi yang masuk. Mungkin ada baiknya kalau di kuota maks 5 atau lebih sedikit pengemudi mengajukan bid","Netral"
"Belum nerima orderan, pemula.","Positif"
"Baru pertama mau join apk ini.ehh loading trus kaya kipas angin muter"" .bikin gedek.pdahal pgen nyobain gitu.apalah daya.menjengkelkan","Negatif"
"Ini kenapa setelah update riwayat perjalanan kita GK nambah nambah tolong di perbaiki Masih kyk versi lama riwayat perjalanan gak nambah","Negatif"
"Makin kesini makin menyengsarakan driver....","Negatif"
"Membantu","Positif"
"Makin kesini kok indriver makin kacau ya ,,, kirain udah prioritas ada kelebihan dibandingkan yg non prioritas,,, ternyata sama jja,, udah kaga beres","Negatif"
"Setelah di update lagi lebih Bagus lagi... saya jadi banyak orderan. Thanks.","Positif"
"Keenapa makin besar potongan nya, dan tidak ada pemberitahuan lagi... Maksud nya apa ini","Negatif"
"Gaenak make nya jemput penumpang jauh , itu pun rebutan ma driver lain belum lagi driver lain pake mod , kalau bisa yang pake mod di block","Negatif"
"Bubar aja udah ngapain masih bertahan aplikasi tidak bisa bersaing mau sok""an buat aplikasi transportasi. Keluhan mitra aja tidak di tanggapi. Gimana mau bersaing ingat aplikasi bisa berjalan karna ada nya mitra dan penumpang terutama mitra, kalau memang tidak sanggup bersaing dan hanya memakan potongan setiap orderan lebih baik bubar aja min. Note: TIM IT NYA KURANG BAGUS MAKAN GAJI BUTA PERCUMA MASIH BISA DI RUSAK APLIKASI NYA, DAN BUAT FITUR AUTOBID AJA KAGAK BISA ALESAN PENGEMBANGAN LAH!!!!!","Negatif"
"Aplikasi sangat membantu","Positif"
"Tolong min untuk harga s tandar yg tertera jangan smpe bisa di edit lg oleh cs,,,ini hrga Sdh pling rendah di edit lg","Positif"
"Jempol untuk indriver tingkatkan kekurangannya.","Positif"
"Mohon lebih baik di vitur aoutobibnya, knp mau isi saldo cast jadi ngak bisa di gerai alfa jadi susah pas habis saldonya mau ngoder lagi","Positif"
"ngabisin baterai doang","Negatif"
"memuaskan","Positif"
"segera buat fitur auto bid berbahaya berkendara sambil menyocol manual bisa mengakibatkan kecelakaan","Netral"
"Parah keseluruhan mekanisme sistem baik jarak GPS. isi saldo atau beroprasi nya. seperti di tangani anak 12 tahun","Negatif"
"Ingin jadi prioritas","Positif"
"Upgrade terus....trs mod makin banyak","Negatif"
"Aplikasinya suka eror kalo ada orderan. Tolong lah di bikin langsung dapet ke driver yg terdekat aja. Kalo sistemnya lelang banyak yg pada pake mod, kasian driver yg lain","Negatif"
"PATENNNNNNNðŸ‘ðŸ‘ðŸ‘ðŸ‘ðŸ‘ðŸ‘ðŸ‘ðŸ‘ðŸ‘ðŸ‘","Positif"
"Bagus","Positif"
"Semakin banyak order fiktif, sudah di laporkan masih ada terus.","Negatif"
"Saya mau bertanya kenapa prioritas saya hilang?","Netral"
"Beli atribut dmn ya trus cara jadi prioritas gmn","Netral"
"sangat ramah ,","Positif"
"ok","Positif"
"Ok","Positif"
"Aplikasi ngerusak argo jemput jauh gk karuan argo nya cetek gk jelas","Negatif"
"Aplikasi trasportasi yang cukup baik, semoga bisa di andal kan","Positif"
"bagus cepat dan murah","Positif"
"Tolonglah list urutan driver yang masuk lelang dari atas ke bawah lagi, yang sekarang dari bawah ke atas driver driver prioritas pada tenggelam di bawah","Negatif"
"ok","Positif"
"Ribet bener.. cuma mau jadi tukang ojek aja pake segala skck harus idup juga... Lo oikir gue ngelamar kerja kantoran.. aplikasi gak guna.","Negatif"
"bagusi aplikasih waktu estimasi ya... pengemudi blom. jalan estimasi waktu sudah berjalan.....","Negatif"
"Kenapa iaplikasi jd lemotttttttt banget setelah di upgrade ke versi baru... Sehari cm dapat order 2 tampilan permintaan order mutertrrrrrrrrr saja... Gmn ini minnnnnn.... Aplikasi hanya muter terus... Susah dpt order setelah di upgrade","Netral"
"Setelah di update dengan tampilan baru tambah lemottttt sekali apk nyaaaa ,,,, PARAHH LEMOT NYA !!!","Negatif"
"bagus dn murah","Positif"
"Mantap punya","Positif"
"mantap !","Positif"
"Pelayanan bagi driver yang kurang diperhatikan","Negatif"
"sopan dan sangat ber hatiÂ² terima kasih daud semoga lancar rizkinya","Positif"
"Rada erro knpa","Positif"
"tarifnya berubah, saya kira tarifnya ttp trusss, padahal dengan tmpt tujuan dan penjemputan yg sama..mending klo lebih murah nah ni lbh mahalðŸ˜”","Netral"
"Kelewatan kalau emang ga mau terima driver jgn bikin alasan yg jelas, bukan bolak balik suruh upload , data udah semua bener masih aja suruh upload ulang, data dah masuk jangan dipakai buat pinjol yaðŸš§ bikin alasan aja macam macam ga jelas bikin ribet.","Negatif"
"Prioritas saya kenapa hilang?","Negatif"
"Armada good","Positif"
"oke","Positif"
"maju terus indrive, terus berkembang","Positif"
"setelah update apk kok loading nya lalod sx tambah dana akun ngk bisa...ðŸ™„apk di update bukannya tambah bagus malahan lambat. hadeðŸ˜","Negatif"
"Apa ngak ada yg bisa membasmi aplikasi tambahan, sdh bertahun2 tetap aja keamanannya jebol, makanya bklokir permanen biar ada efek jera, dilakukan trus menerus,","Negatif"
"Aplikasinya sangat bagus persahabatan buat kita para tunanetra karena saya seorang tunanetra, namun sekarang-sekarang ini ada sedikit kekurangan buat kita tunanetra karena kalau untuk ngecat drivernya susah nyarinya nggak seperti dulu, mudah-mudahan kalau ada update-an bisa seperti dulu lagi bersahabat buat kita para tunanetra karena para tunanetra banyak juga yang menggunakan aplikasi ini.","Positif"
"critical update bukan makin bener makin susah n gk jelas, gk teratur sistem pengorderanny, riwayat perjalanan gk nambah, yg peringkatny very high jd turun, gk ad bunyi notif jg order baru, order gk aktif n kadarluarsa masih aja muncul, klw gk aktif ngpain dimunculin lg, gmn ini sistem ny jg gk karuan. that so bad","Negatif"
"Tarifnya murah banget boskuuu, mending cs serasa bayar angkot, mostly indriver harus nya ikutin regulasi pemerintah..bukan supply and demand, dasar kapitalis","Negatif"
"Update terus tpi kargo di kota kupang blm ada jga nj","Negatif"
"waktu jemput harus otomatis, atau gak usah ada tampilan waktu jemput, bikin telat saja","Negatif"
"bintang 4 dulu karena masih baru","Positif"
"Aplikasi ini tidak memberikan solusi pada drivernya pengembalian dana yang sangat lama","Negatif"
"Makin sulit dapat order","Positif"
"Aplikasinya makin gajelas, awalnya status akun saya terpercaya tapi tiba tiba ketika saya ingin mengambil orderan timbul notifikasi bahwa plat BK saya beda dengan STNK, pdhl dah jelas di STNK tertera kalau saya pindah alamat makanya plat BK saya berubah, dan untk plat BK nya yg trbaru blum bsa diambil, karna wktu pengambilannya bsa dilakukan pd bln Januari nnt.","Negatif"
"Jelek","Positif"
"Maaf sebelumnya,, dari tanggal 14 sampe sekarang, Dana pemasangan sticker blom ada yg masuk. Profesional lah klo ingin menjadi besar. Masalah uang sebesar 400 ribu aja gak mau bayar sesuai dengan perjanjian pemasangan sticker mobil.ayo bayar uang pemasangan sticker. Belum besar aja sdh buat kecewa Mitra, wajar klo aplikasi ini gak akan maju","Negatif"
"Ahli IT nya pecat aja semua, ngak guna. Masa kalah sama IT kampung pembuat mod","Negatif"
"ok the best","Positif"
"mantap","Positif"
"sangat membantu saya ketika membutuhkan transportasi","Positif"
"Bisa memberikan peluang usaha dan tambahan untuk biaya sehari hari cuman sayang masih banyak kebocoran di aplikasi nya","Positif"
"Aplikasi neko2. Baru berapa bulan aja sdh naikin komisi jadi 9.5%. kita pakek indriver karena seseran aja. Buka. Prioritas. Udah murah komisi gede lagi. Balikin ke komisi lama saja.","Negatif"
"Manado banyak yang pakai mod. Sekarang susah dapat orderanðŸ¥ºðŸ˜µðŸ˜ªðŸ˜®â€ðŸ’¨","Negatif"
"sangat puas","Positif"
"Ongkos penjajah.. Masa wikayah palembang gk sampai 1500 rupiah perKM..","Negatif"
"Tiap hari susah dapet orderan","Negatif"
"udah murah , ramah","Positif"
"goood","Positif"
"Tolong untuk area Jabodetabek buat autobid dong bosku","Positif"
"Oii bnrin lah jumlah perjalanan selesai kaga nambah"" Kasian driver baru yg gadapet akses prio, karna jumlah perjalanan rendah dan frekuensi kerja rendah karna sistem yg gajelas udh mau sebulan update ke crytical, tapi persoalan simple kek gtu blm di fiks, jelas jelas hanya mementingkan Driver yg sudah tingkat perjalanannya tinggi hadehhhhh, tolong lah cepat di fiks","Negatif"
"Daerah jabodetabek parah bener, critical update, gimana mau naikin prequensi kerja kalo orderannya susahnya minta ampun, dah keliling udh kemana mana tetap ga dapat order. kalah akun yang frequensi kerjanya tinggi. Ga jelas indriver makin ke sini ga kaya di kota yang lain kayanya adil !","Negatif"
"pengemudi ramah & tepat waktuðŸ™","Positif"
"Jelek, waktu dan jarak tidak sesuai, bikin rugi","Negatif"
"murah ramah","Positif"
"Jangan Sering maintenance lah","Positif"
"Indrever lanjutkan maju terus","Positif"
"Mantap","Positif"
"Gak bisa order motor kenapa ya","Negatif"
"sangat membantu","Positif"
"Cukup","Positif"
"Ini aplikasi apan of 2 bulan pas di buka saldo minus 80ribu lebih.cara kerja nya gimana bisa sampe minus sedang lagi of 2 bulan lebih","Negatif"
"Banyak pengguna mod dan bot","Negatif"
"Niceot","Positif"
"Maaf saya ubah bintang nya, jujur saja saya kecewa dengan indrive semenjak update banyak sekali bug, pertama status PRIORITAS saya di hilangkan, percuma sudah susah payah beli jaket tapi balik lagi jadi NONPRIORITAS saya merasa di tipu, yang kedua statistik perjalanan tidak bertambah padahal saya selalu menarik penumpang. Makin aneh aja Indrive","Negatif"
"Mantap","Positif"
"Ditunggu auto bid nya sama fitur edit harga diperbaiki Lagi karena banyak pelanggan yang bentuk otaknya tidak kotak","Positif"
"Ngga jelas makin lama Custumer bisa edit harga semaunya Gimana niih sistem indrive","Positif"
"baik","Positif"
"working good","Positif"
"Ok","Positif"
"Kenapa live chat lama ya dan dipersulit untuk verifikasi","Negatif"
"Makin bagus apk nya terus tingkatkan","Positif"
"Yang bener donk ksih keterangan... Jarak 7km di apk trtulis 2km...estimasi tggu 2 menit trnyata 15 mnit. Jgn nipu donk... Waktu itu jg pnting Cust pilih itu d liat jrak + wktu tggu Udh d klik trnyata driver msih d Arab... T4i lahhh....!!!","Negatif"
"Aplikasi tolol. Status prio di hilangin. Aplikasi penipuan driver di suruh beli atribute biar prioritas malah skrg prioritas di hilangin.","Negatif"
"luar biasa","Positif"
"Saya yang sudah hampir 4 tahun sebagai pengemudi indriver, dengan rating yang sudah veteran tetapi akhir-akhir ini sangat susah mendapatkan orderan, akibatnya mobil sering banyar parkirnya, saya heran dengan kondisi indriver sekarang, malahan pengemudi yang baru bergabung dengan indriver malahan yang sering mendapatkan orderan banyak. Kalo seperti ini status veteran pada akun saya terkesan tidak ada gunanya. ðŸ˜‘","Negatif"
"Indriver aplikasinya mempersulit driver ðŸ˜¡ðŸ˜ ðŸ¤¬","Negatif"
"mudah dipakai","Positif"
"Sangat bagus","Positif"
"Kurang suka karena pelanggan diberikan pilihan driver yg jauh dari titik penjemputan dan driver pun meminta dibatalkan krn kejauhan, tapi akun pelanggan akan diblock kalau kebanyakan pembatalan. Kesalahan sistem yg dilimpahkan kepada pelanggan","Negatif"
"Baik","Positif"
"Saya kagak aplikasi kek gini karena ada satu driver yang minta ongkos doble Saya kecewa sama aplikasi ini","Negatif"
"sangat baik,ramah, sopan","Positif"
"Aplikasi semakin rumit untuk masuk..lalod amat aplikasinya padahal jaringan bagus..Tamba hari tambah buruk..mending pindah ke sebelah","Negatif"
"Kalau dulu sangat beruntung kerja taxol,tapi sekarang sudah tidak ada untung lagi.ongkos murah,BBM mahal.makin di kerjakan,makin rugi,semakin di kerjakan,semakin merugi.karena hasil dari taxol tidak mampu memperbaiki kerusakan.","Negatif"
"mntap","Positif"
"tolong perbaiki bug saat memberikan ulasan untuk penumpang,klik bintang 5 terus oke,tapi hasilnya malah bintang 1","Netral"
"Tambah gacor ya,semoga","Positif"
"Dftr hrus toup dulu gk pernh dpt orderan","Negatif"
"istimewa","Positif"
"Sistem critical sangat lah buruk, masa jarak 200 meter sampai 500 meter tidak bunyi nyentring...pendapatan sehari hari turun drastis. Anda semua harus lihat mitra driver indrive dengan kondisi saat ini. Perusahaan anda cepat berkembang karena driver juga, kalau tidak ada driver perusahaan anda tidak akan berkembang.","Positif"
"Apakah untuk IT indriver ini tidak bisa membuat aplikasi ini harus otomatis menerima orderan tanpa customer indriver memilih driver? Dan kalo bisa jarak customer sama driver itu tidak terlalu jauh dan ada batas maximalnya. Tolong di buatkan seperti aplikasi sebelah"" agar semua driver yg biasanya sepi karena sering di tolak bisa rame juga yang lain","Negatif"
"Pembaruan zona critical, Prioritas jadi hilang, pembaruan paling bobrok","Negatif"
"bagus","Positif"
"S a m p a h..!!!","Negatif"
"Tolong untuk Waktu penjemputan motor dibedakan sama penjemputan mobil. Tolong server harus bertindak juga dong ketika lelang jarak 500 meter aja masih ga kepilih . Kalo motor itu banyak jalan pintas nya dan kalo kelewatan itu jgn suruh muter tinggal balik arah aja mundur dikit juga bisa.","Netral"
"Buat indrive..tolong jarak penjemputan di sesuaikan dengan posisi driver... terimakasih","Positif"
"mantab","Positif"
"Padahal udh di uninstall terus di donlod lgi kenpa mnta update lagi kenpa ya","Netral"
"Tidak layak lagi bintang 5. Driver nipu. Kita adukan tidak ad tanggapan. Tarif di aplikasi saya dan driver beda. Malah mau turun kan orang tua saya. Saat berjalan di batalkan dan saya TDK bisa lihat perjalanan orang tua saya. Stop pakai aplikasi ini.","Negatif"
